FacilityPK,FacilityName,FacilityTypeDesc,FacilityBuildingNo,FacilityStreetName,FacilityAptNo,FacilityCity,FacilityState,FacilityZipcode,Latitude,Longitude,FacilityPhone,ContactPhone,ContactPhoneExt,ContactName,AdditionalInfo,PricingDesc1,PricingDesc2,PricingDesc3,PricingDesc4,PricingDesc5
5398,Medex Pharmacy,Pharmacy,96-02,Jamaica Avenue,,Queens,NY,11421,41,-74,(718) 805-7000,,,,"<P>Vaccine given all day, everyday during regular business hours.</P> <P>Medicaid, Medicare, and most insurances accepted</P>",,,,,
5403,Costco Pharmacy #318,Pharmacy,976,3rd Avenue,,Brooklyn,NY,11232,41,-74,(718) 965-7616,,,,,,,,,
5404,Costco Pharmacy #1062,Pharmacy,517,East 117th Street,,Manhattan,NY,10035,41,-74,(212) 896-5882,,,,,,,,,
5405,Costco Pharmacy #243,Pharmacy,32-50,Vernon Blvd,,Queens,NY,11106,41,-74,(718) 267-5516,,,,,,,,,
5406,Costco Pharmacy #316,Pharmacy,2795,Richmond Avenue,,Staten Island,NY,10314,41,-74,(718) 982-5147,,,,,,,,,
5407,Costco Pharmacy #1070,Pharmacy,61-35,Junction Blvd,,Queens,NY,11374,41,-74,(718) 760-6479,,,,,,,,,
5408,Gristedes Pharmacy #545,Pharmacy,227             ,9th Avenue,,Manhattan,NY,10011,41,-74,(212) 807-0650,,,,,,,,,
5414,New York City Pharmacy,Pharmacy,206,1st Avenue,,Manhattan,NY,10009,41,-74,(212) 253-8686,,,,,,,,,
5419,Benjamin's Pharmacy & Surgical,Pharmacy,989,Allerton Avenue,,Bronx,NY,10469,41,-74,(718) 405-9111,,,,,,,,,
5420,"Arrow Pharmacy, Inc.",Pharmacy,883             ,Ninth Avenue,,Manhattan,NY,10019,41,-74,(212) 245-8469,,,,,,,,,
5422,Kings Pharmacy-Park Slope,Pharmacy,357,Flatbush Avenue,,Brooklyn,NY,11238,41,-74,(718) 230-3535,(718) 230-3535,,,,,,,,
5423,Variety Drugs,Pharmacy,169-33,137th Avenue,,Queens,NY,11434,41,-74,(718) 723-2100,,,,,$24.95 for Flu Shot,$79.00 for Pneumonia Shot,,,
5424,UN Plaza Pharmacy,Pharmacy,800,2ND AVENUE,,Manhattan,NY,10017,41,-74,(646) 918-7363,,,,,,,,,
5428,Manson Pharmacy,Pharmacy,137-69,QUEENS BOULEVARD,,Queens,NY,11435,41,-74,(718) 297-4424,,,,,,,,,
5467,Rite Aid Pharmacy,Pharmacy,1040,St Johns Pl,,Brooklyn,NY,11213,41,-74,(718) 953-7150,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5468,Gristedes Phamacy #517,Pharmacy,686,Main St,,Manhattan,NY,10044,41,-74,(212) 644-4125,,,,,,,,,
5495,Rite Aid Pharmacy,Pharmacy,33-01,30TH Avenue,,Queens,NY,11103,41,-74,(718) 721-3475,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5496,Rite Aid Pharmacy,Pharmacy,32-87,Steinway Street,,Queens,NY,11103,41,-74,(718) 278-2100,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5497,Rite Aid Pharmacy,Pharmacy,85-10,Northern Boulevard,,Queens,NY,11372,41,-74,(718) 476-3087,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5498,Rite Aid Pharmacy,Pharmacy,37-00,Junction Boulevard,,Queens,NY,11368,41,-74,(718) 639-2647,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5499,Rite Aid Pharmacy,Pharmacy,45-02,43rd Avenue,,Queens,NY,11104,41,-74,(718) 433-0941,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5500,Rite Aid Pharmacy,Pharmacy,82-13,37th Avenue,,Queens,NY,11372,41,-74,(718) 565-1473,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5501,Rite Aid Pharmacy,Pharmacy,40-16,National Street,,Queens,NY,11368,41,-74,(718) 507-0442,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5502,Rite Aid Pharmacy,Pharmacy,57-16,99TH Street,,Queens,NY,11368,41,-74,(718) 592-0738,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5503,Rite Aid Pharmacy,Pharmacy,46-12,Greenpoint Avenue,,Queens,NY,11104,41,-74,(718) 392-8474,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5504,Rite Aid Pharmacy,Pharmacy,63-37,108TH Street,,Queens,NY,11375,41,-74,(718) 459-7777,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5505,Rite Aid Pharmacy,Pharmacy,158-02,Union Turnpike,,Queens,NY,11366,41,-74,(718) 380-8259,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5506,Rite Aid Pharmacy,Pharmacy,66-54,Fresh Pond Road,,Queens,NY,11385,41,-74,(718) 821-2222,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5507,Rite Aid Pharmacy,Pharmacy,71-14,Austin Street,,Queens,NY,11375,41,-74,(718) 575-1012,,,,,$39.99 for flumist,$29.99 for Flu Shot,$33.99 for Intradermal,$74.99 for Pneumonia Shot,
5531,DUANE READE PHARMACY,Pharmacy,16,Court Street,,Brooklyn,NY,11241,41,-74,(718) 855-3980,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5533,DUANE READE PHARMACY,Pharmacy,3155,AMBOY ROAD,,Staten Island,NY,10306,41,-74,(718) 351-7746,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5536,DUANE READE PHARMACY,Pharmacy,630,FOREST AVENUE,,Staten Island,NY,10310,41,-74,(718) 727-0500,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5537,DUANE READE PHARMACY,Pharmacy,4363,AMBOY ROAD,,Staten Island,NY,10312,41,-74,(718) 967-3900,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5538,DUANE READE PHARMACY,Pharmacy,893,MANHATTAN AVENUE,,Brooklyn,NY,11222,41,-74,(718) 389-6440,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5543,DUANE READE PHARMACY,Pharmacy,1010,ROSSVILLE AVENUE,,Staten Island,NY,10309,41,-74,(718) 356-9292,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5545,DUANE READE PHARMACY,Pharmacy,107-16,CONTINENTAL AVENUE,,Queens,NY,11375,41,-74,(718) 793-2905,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5547,DUANE READE PHARMACY,Pharmacy,116-02,BEACH CHANNEL DRIVE,,Queens,NY,11694,41,-74,(718) 945-7781,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5548,DUANE READE PHARMACY,Pharmacy,3090,OCEAN AVENUE,,Brooklyn,NY,11235,41,-74,(718) 368-4291,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5550,DUANE READE PHARMACY,Pharmacy,24-28,BELL BOULEVARD,,Queens,NY,11360,41,-74,(718) 747-0291,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5551,DUANE READE PHARMACY,Pharmacy,436,86TH STREET,,Brooklyn,NY,11209,41,-74,(718) 833-7758,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5554,DUANE READE PHARMACY,Pharmacy,2131-2135,Hylan Blvd,,Staten Island,NY,10306,41,-74,(718) 351-6952,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5555,DUANE READE PHARMACY,Pharmacy,44,COURT STREET,,Brooklyn,NY,11201,41,-74,(718) 852-1082,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5556,DUANE READE PHARMACY,Pharmacy,81-01,BROADWAY,,Queens,NY,11373,41,-74,(718) 507-0572,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5557,DUANE READE PHARMACY,Pharmacy,2939-2957,Third Ave,,Bronx,NY,10455,41,-74,(718) 993-3036,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5560,DUANE READE PHARMACY,Pharmacy,1417,AVENUE U,,Brooklyn,NY,11229,41,-74,(718) 787-1665,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5561,DUANE READE PHARMACY,Pharmacy,60-02,ROOSEVELT AVENUE,,Queens,NY,11377,41,-74,(718) 476-8379,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5562,DUANE READE PHARMACY,Pharmacy,93-01,Sutphin Blvd,,Queens,NY,11435,41,-74,(718) 558-0028,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5567,DUANE READE PHARMACY,Pharmacy,28-58,Steinway Street,,Queens,NY,11103,41,-74,(718) 278-1402,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5569,DUANE READE PHARMACY,Pharmacy,41,EAST 58TH STREET,,Manhattan,NY,10022,41,-74,(212) 421-4880,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5570,DUANE READE PHARMACY,Pharmacy,305,BROADWAY,,Manhattan,NY,10007,41,-74,(212) 227-6168,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5571,DUANE READE PHARMACY,Pharmacy,115-02,LIBERTY AVE,,Queens,NY,11419,41,-74,(718) 835-9500,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5572,DUANE READE PHARMACY,Pharmacy,2107,RICHMOND ROAD,,Staten Island,NY,10306,41,-74,(718) 980-3486,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5573,DUANE READE PHARMACY,Pharmacy,358,FIFTH AVENUE,,Manhattan,NY,10001,41,-74,(212) 279-0208,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5574,DUANE READE PHARMACY,Pharmacy,320,WEST 145TH STREET,,Manhattan,NY,10039,41,-74,(212) 939-0941,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5575,DUANE READE PHARMACY,Pharmacy,333,EAST 102ND STREET,,Manhattan,NY,10029,41,-74,(212) 423-2042,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5576,DUANE READE PHARMACY,Pharmacy,125,EAST 86TH STREET,,Manhattan,NY,10028,41,-74,(212) 996-5261,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5577,DUANE READE PHARMACY,Pharmacy,750,NEW YORK AVENUE,,Brooklyn,NY,11203,41,-74,(718) 941-8694,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5578,DUANE READE PHARMACY,Pharmacy,1749,FIRST AVENUE,,Manhattan,NY,10128,41,-74,(646) 672-1760,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5579,DUANE READE PHARMACY,Pharmacy,55,EAST 55TH STREET,,Manhattan,NY,10022,41,-74,(212) 750-9095,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5580,DUANE READE PHARMACY,Pharmacy,194,EAST SECOND STREET,,Manhattan,NY,10009,41,-74,(212) 375-9000,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5581,DUANE READE PHARMACY,Pharmacy,325,NORTH END AVENUE,,Manhattan,NY,10282,41,-74,(212) 945-4450,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5582,DUANE READE PHARMACY,Pharmacy,103-09,LIBERTY AVENUE,,Queens,NY,11417,41,-74,(718) 659-9621,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5583,DUANE READE PHARMACY,Pharmacy,2409,BROADWAY,,Manhattan,NY,10024,41,-74,(212) 874-0238,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5584,DUANE READE PHARMACY,Pharmacy,931,FIRST AVENUE,,Manhattan,NY,10022,41,-74,(212) 421-1046,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5585,DUANE READE PHARMACY,Pharmacy,2307,BROADWAY,,Manhattan,NY,10024,41,-74,(212) 501-8355,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5586,DUANE READE PHARMACY,Pharmacy,1490,MADISON AVENUE,,Manhattan,NY,10029,41,-74,(212) 410-2508,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5587,DUANE READE PHARMACY,Pharmacy,1479,THIRD AVENUE,,Manhattan,NY,10028,41,-74,(212) 988-2115,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5588,DUANE READE PHARMACY,Pharmacy,247,Herkimer St,,Brooklyn,NY,11216,41,-74,(718) 623-0332,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5589,DUANE READE PHARMACY,Pharmacy,1327,YORK AVENUE,,Manhattan,NY,10021,41,-74,(212) 737-6240,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5590,DUANE READE PHARMACY,Pharmacy,4721,16TH AVENUE,,Brooklyn,NY,11204,41,-74,(718) 438-1800,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5591,DUANE READE PHARMACY,Pharmacy,300,WEST 135TH STREET,,Manhattan,NY,10030,41,-74,(212) 491-6015,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5592,DUANE READE PHARMACY,Pharmacy,71,WEST 23RD STREET,,Manhattan,NY,10010,41,-74,(212) 463-8873,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5593,DUANE READE PHARMACY,Pharmacy,1889,BROADWAY,,Manhattan,NY,10023,41,-74,(212) 586-6749,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5594,DUANE READE PHARMACY,Pharmacy,196,THIRD AVENUE,,Manhattan,NY,10003,41,-74,(212) 598-0339,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5595,DUANE READE PHARMACY,Pharmacy,47-02,Fifth Street,,Queens,NY,11101,41,-74,(718) 472-3600,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5596,DUANE READE PHARMACY,Pharmacy,161,EAST 23RD STREET,,Manhattan,NY,10010,41,-74,(212) 477-1372,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5597,DUANE READE PHARMACY,Pharmacy,1637,YORK AVENUE,,Manhattan,NY,10028,41,-74,(212) 534-2000,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5598,DUANE READE PHARMACY,Pharmacy,585,HUDSON ST,,Manhattan,NY,10014,41,-74,(646) 336-8491,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5599,DUANE READE PHARMACY,Pharmacy,619,NINTH AVENUE,,Manhattan,NY,10036,41,-74,(212) 581-0602,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5600,DUANE READE PHARMACY,Pharmacy,352,GREENWICH STREET,,Manhattan,NY,10013,41,-74,(212) 406-3700,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5601,DUANE READE PHARMACY,Pharmacy,325,COLUMBUS AVENUE,,Manhattan,NY,10023,41,-74,(212) 580-2017,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5602,DUANE READE PHARMACY,Pharmacy,1235,LEXINGTON AVENUE,,Manhattan,NY,10028,41,-74,(212) 570-2710,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5603,DUANE READE PHARMACY,Pharmacy,163-30,CROSS BAY BOULEVARD,,Queens,NY,11414,41,-74,(718) 659-7880,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5604,DUANE READE PHARMACY,Pharmacy,568,WEST 125TH STREET,,Manhattan,NY,10027,41,-74,(212) 865-3894,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5605,DUANE READE PHARMACY,Pharmacy,617,WEST 181ST STREET,,Manhattan,NY,10033,41,-74,(212) 923-6912,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5606,DUANE READE PHARMACY,Pharmacy,40-02,BROADWAY,,Queens,NY,11103,41,-74,(718) 932-6950,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5607,DUANE READE PHARMACY,Pharmacy,1231,MADISON AVENUE,,Manhattan,NY,10128,41,-74,(212) 360-6586,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5608,DUANE READE PHARMACY,Pharmacy,200,WATER STREET,,Manhattan,NY,10038,41,-74,(212) 825-0761,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5609,DUANE READE PHARMACY,Pharmacy,2683,BROADWAY,,Manhattan,NY,10025,41,-74,(212) 865-5360,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5610,DUANE READE PHARMACY,Pharmacy,2265,RALPH AVENUE,,Brooklyn,NY,11234,41,-74,(718) 241-3700,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5611,DUANE READE PHARMACY,Pharmacy,73-01,37TH AVENUE,,Queens,NY,11372,41,-74,(718) 672-8038,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5612,DUANE READE PHARMACY,Pharmacy,156-44,NORTHERN BLVD,,Queens,NY,11354,41,-74,(718) 886-7744,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5613,DUANE READE PHARMACY,Pharmacy,2456,RICHMOND AVENUE,,Staten Island,NY,10314,41,-74,(718) 697-0422,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5614,DUANE READE PHARMACY,Pharmacy,42-28,MAIN STREET,,Queens,NY,11355,41,-74,(718) 886-7789,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5615,DUANE READE PHARMACY,Pharmacy,66-56,GRAND AVENUE,,Queens,NY,11378,41,-74,(718) 672-9465,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5616,DUANE READE PHARMACY,Pharmacy,976,AMSTERDAM AVENUE,,Manhattan,NY,10025,41,-74,(212) 866-4232,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5617,DUANE READE PHARMACY,Pharmacy,852,SECOND AVENUE,,Manhattan,NY,10017,41,-74,(212) 983-1810,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5618,DUANE READE PHARMACY,Pharmacy,721,NINTH AVENUE,,Manhattan,NY,10019,41,-74,(212) 246-0168,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5619,DUANE READE PHARMACY,Pharmacy,135,EAST 125TH STREET,,Manhattan,NY,10035,41,-74,(917) 492-3550,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5620,DUANE READE PHARMACY,Pharmacy,230-0-230-2,Merrick Blvd,,Queens,NY,11413,41,-74,(718) 528-8585,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5621,DUANE READE PHARMACY,Pharmacy,1833,NOSTRAND AVENUE,,Brooklyn,NY,11226,41,-74,(718) 693-3059,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5622,DUANE READE PHARMACY,Pharmacy,160-2-160-18,Jamaica Ave,,Queens,NY,11432,41,-74,(718) 558-3987,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5623,DUANE READE PHARMACY,Pharmacy,77,SEVENTH AVENUE,,Manhattan,NY,10011,41,-74,(212) 243-2446,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5624,DUANE READE PHARMACY,Pharmacy,630,THIRD AVENUE,,Manhattan,NY,10017,41,-74,(212) 682-3191,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5625,DUANE READE PHARMACY,Pharmacy,2141,NOSTRAND AVENUE,,Brooklyn,NY,11210,41,-74,(718) 434-1211,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5626,DUANE READE PHARMACY,Pharmacy,188-190,Dyckman St,,Manhattan,NY,10040,41,-74,(212) 567-1282,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5627,DUANE READE PHARMACY,Pharmacy,84-32,JAMAICA AVENUE,,Queens,NY,11421,41,-74,(718) 277-5814,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5628,DUANE READE PHARMACY,Pharmacy,1,REMSEN AVENUE,,Brooklyn,NY,11212,41,-74,(718) 953-5084,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5629,DUANE READE PHARMACY,Pharmacy,4,COLUMBUS CIRCLE,,Manhattan,NY,10019,41,-74,(212) 265-2302,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5630,DUANE READE PHARMACY,Pharmacy,54-13,MYRTLE AVENUE,,Queens,NY,11385,41,-74,(718) 386-6692,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5631,DUANE READE PHARMACY,Pharmacy,1517,CORTELYOU ROAD,,Brooklyn,NY,11226,41,-74,(718) 287-9078,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5632,DUANE READE PHARMACY,Pharmacy,1915,THIRD AVENUE,,Manhattan,NY,10029,41,-74,(917) 492-1038,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5633,DUANE READE PHARMACY,Pharmacy,300,EAST 39TH STREET,,Manhattan,NY,10016,41,-74,(212) 599-7492,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5634,DUANE READE PHARMACY,Pharmacy,1370,SIXTH AVENUE,,Manhattan,NY,10019,41,-74,(212) 586-2740,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5635,DUANE READE PHARMACY,Pharmacy,1191,SECOND AVENUE,,Manhattan,NY,10065,41,-74,(212) 355-5944,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5636,DUANE READE PHARMACY,Pharmacy,1524,SECOND AVENUE,,Manhattan,NY,10075,41,-74,(646) 422-1023,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5637,DUANE READE PHARMACY,Pharmacy,1187,FIRST AVENUE,,Manhattan,NY,10065,41,-74,(917) 432-0634,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5638,DUANE READE PHARMACY,Pharmacy,249-46,Horace Harding Expy,,Queens,NY,11362,41,-74,(718) 747-0180,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5639,DUANE READE PHARMACY,Pharmacy,50,Bowery,,Manhattan,NY,10013,41,-74,(212) 608-0301,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5640,DUANE READE PHARMACY,Pharmacy,1,E. Kingsbridge Road,,Bronx,NY,10468,41,-74,(718) 364-5219,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5641,DUANE READE PHARMACY,Pharmacy,1091,LEXINGTON AVENUE,,Manhattan,NY,10075,41,-74,(212) 794-7100,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5642,DUANE READE PHARMACY,Pharmacy,900,EIGHTH AVENUE,,Manhattan,NY,10019,41,-74,(212) 582-3463,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5643,DUANE READE PHARMACY,Pharmacy,48-01,QUEENS BOULEVARD,,Queens,NY,11104,41,-74,(718) 476-8655,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5644,DUANE READE PHARMACY,Pharmacy,51,WEST 51ST STREET,,Manhattan,NY,10019,41,-74,(212) 582-8525,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5645,DUANE READE PHARMACY,Pharmacy,378,SIXTH AVENUE,,Manhattan,NY,10011,41,-74,(212) 674-5357,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5646,DUANE READE PHARMACY,Pharmacy,322,EIGHTH AVENUE,,Manhattan,NY,10001,41,-74,(212) 255-5025,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5647,DUANE READE PHARMACY,Pharmacy,1498,YORK AVENUE,,Manhattan,NY,10075,41,-74,(212) 879-8990,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5648,DUANE READE PHARMACY,Pharmacy,777,SIXTH AVENUE,,Manhattan,NY,10001,41,-74,(646) 336-8414,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5649,DUANE READE PHARMACY,Pharmacy,4,WEST FOURTH STREET,,Manhattan,NY,10012,41,-74,(212) 473-1027,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5650,DUANE READE PHARMACY,Pharmacy,111,WORTH STREET,,Manhattan,NY,10013,41,-74,(212) 571-4621,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5651,DUANE READE PHARMACY,Pharmacy,46,THIRD AVENUE,,Manhattan,NY,10003,41,-74,(212) 475-3563,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5652,DUANE READE PHARMACY,Pharmacy,771,EIGHTH AVENUE,,Manhattan,NY,10036,41,-74,(212) 974-6013,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5653,DUANE READE PHARMACY,Pharmacy,319,E 14th St,,Manhattan,NY,10003,41,-74,(212) 529-0091,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5654,DUANE READE PHARMACY,Pharmacy,1356,LEXINGTON AVENUE,,Manhattan,NY,10128,41,-74,(212) 722-0014,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5655,DUANE READE PHARMACY,Pharmacy,17,JOHN STREET,,Manhattan,NY,10038,41,-74,(212) 619-7181,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5656,DUANE READE PHARMACY,Pharmacy,459,BROADWAY,,Manhattan,NY,10013,41,-74,(212) 219-2658,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5657,DUANE READE PHARMACY,Pharmacy,756,MYRTLE AVENUE,,Brooklyn,NY,11206,41,-74,(718) 237-4526,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5658,DUANE READE PHARMACY,Pharmacy,1350,BROADWAY,,Manhattan,NY,10018,41,-74,(212) 695-6346,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5659,DUANE READE PHARMACY,Pharmacy,164,KENT AVENUE,,Brooklyn,NY,11249,41,-74,(718) 302-1549,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5660,DUANE READE PHARMACY,Pharmacy,5008,FIFTH AVENUE,,Brooklyn,NY,11220,41,-74,(718) 439-0614,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
5661,DUANE READE PHARMACY,Pharmacy,41-63,Kissena Blvd,,Queens,NY,11355,41,-74,(718) 961-9393,,,,,$31.99 for Flu Shot,$79.99 for Pneumonia Shot,,,
